id,dateOfQuestion,checkInTime,checkOutTime,Name,Duration,status,user_id,dayOfQuestion
8578,2023-03-06,2023-03-06 00:00:00+05:45,2023-03-06 00:00:00+05:45,Rayal Khatri,,Leave,3,Monday
8579,2023-03-10,2023-03-10 00:00:00+05:45,2023-03-10 00:00:00+05:45,Rayal Khatri,,Leave,3,Friday
8580,2023-03-15,2023-03-15 00:00:00+05:45,2023-03-15 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8581,2023-03-27,2023-03-27 00:00:00+05:45,2023-03-27 00:00:00+05:45,Rayal Khatri,,Leave,3,Monday
8582,2023-03-26,2023-03-26 00:00:00+05:45,2023-03-26 00:00:00+05:45,admin daju,,Leave,1,Sunday
8583,2023-03-21,2023-03-21 00:00:00+05:45,2023-03-21 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8584,2023-03-26,2023-03-26 00:00:00+05:45,2023-03-26 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Sunday
8585,2023-03-30,2023-03-30 00:00:00+05:45,2023-03-30 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Thursday
8587,2023-03-26,2023-03-26 00:00:00+05:45,2023-03-26 00:00:00+05:45,Sushil Kafle,,Leave,9,Sunday
8588,2023-03-07,2023-03-07 00:00:00+05:45,2023-03-07 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8589,2023-03-14,2023-03-14 00:00:00+05:45,2023-03-14 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8590,2023-03-22,2023-03-22 00:00:00+05:45,2023-03-22 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Wednesday
8591,2023-02-10,2023-02-10 00:00:00+05:45,2023-02-10 00:00:00+05:45,admin daju,,Leave,1,Friday
8592,2023-02-27,2023-02-27 00:00:00+05:45,2023-02-27 00:00:00+05:45,Sumeet Deshar,,Leave,4,Monday
8593,2023-02-01,2023-02-01 00:00:00+05:45,2023-02-01 00:00:00+05:45,Sushil Kafle,,Leave,9,Wednesday
8594,2023-02-09,2023-02-09 00:00:00+05:45,2023-02-09 00:00:00+05:45,Sushil Kafle,,Leave,9,Thursday
8595,2023-02-23,2023-02-23 00:00:00+05:45,2023-02-23 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Thursday
8596,2023-02-28,2023-02-28 00:00:00+05:45,2023-02-28 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8597,2023-02-07,2023-02-07 00:00:00+05:45,2023-02-07 00:00:00+05:45,Sujal Maharjan,,Leave,2,Tuesday
8598,2023-02-13,2023-02-13 00:00:00+05:45,2023-02-13 00:00:00+05:45,Susmita Kunwar,,Leave,5,Monday
8599,2023-02-23,2023-02-23 00:00:00+05:45,2023-02-23 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8600,2023-01-02,2023-01-02 00:00:00+05:45,2023-01-02 00:00:00+05:45,Rayal Khatri,,Leave,3,Monday
8601,2023-01-13,2023-01-13 00:00:00+05:45,2023-01-13 00:00:00+05:45,admin daju,,Leave,1,Friday
8602,2023-01-09,2023-01-09 00:00:00+05:45,2023-01-09 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8603,2023-01-23,2023-01-23 00:00:00+05:45,2023-01-23 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8607,2023-01-12,2023-01-12 00:00:00+05:45,2023-01-12 00:00:00+05:45,Sushil Kafle,,Leave,9,Thursday
8608,2023-01-23,2023-01-23 00:00:00+05:45,2023-01-23 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Monday
8609,2023-01-12,2023-01-12 00:00:00+05:45,2023-01-12 00:00:00+05:45,Sujal Maharjan,,Leave,2,Thursday
8610,2023-01-22,2023-01-22 00:00:00+05:45,2023-01-22 00:00:00+05:45,Sujal Maharjan,,Leave,2,Sunday
8611,2023-01-30,2023-01-30 00:00:00+05:45,2023-01-30 00:00:00+05:45,Sujal Maharjan,,Leave,2,Monday
8612,2022-12-01,2022-12-01 00:00:00+05:45,2022-12-01 00:00:00+05:45,Rayal Khatri,,Leave,3,Thursday
8613,2022-12-04,2022-12-04 00:00:00+05:45,2022-12-04 00:00:00+05:45,Rayal Khatri,,Leave,3,Sunday
8614,2022-12-14,2022-12-14 00:00:00+05:45,2022-12-14 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8615,2022-12-06,2022-12-06 00:00:00+05:45,2022-12-06 00:00:00+05:45,admin daju,,Leave,1,Tuesday
8616,2022-12-13,2022-12-13 00:00:00+05:45,2022-12-13 00:00:00+05:45,admin daju,,Leave,1,Tuesday
8617,2022-12-30,2022-12-30 00:00:00+05:45,2022-12-30 00:00:00+05:45,admin daju,,Leave,1,Friday
8618,2022-12-13,2022-12-13 00:00:00+05:45,2022-12-13 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8619,2022-12-30,2022-12-30 00:00:00+05:45,2022-12-30 00:00:00+05:45,Sumeet Deshar,,Leave,4,Friday
8620,2022-12-27,2022-12-27 00:00:00+05:45,2022-12-27 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8621,2022-12-18,2022-12-18 00:00:00+05:45,2022-12-18 00:00:00+05:45,Abhishek Neupane,,Leave,8,Sunday
8622,2022-12-29,2022-12-29 00:00:00+05:45,2022-12-29 00:00:00+05:45,Abhishek Neupane,,Leave,8,Thursday
8623,2022-12-09,2022-12-09 00:00:00+05:45,2022-12-09 00:00:00+05:45,Sushil Kafle,,Leave,9,Friday
8624,2022-12-09,2022-12-09 00:00:00+05:45,2022-12-09 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Friday
8625,2022-12-02,2022-12-02 00:00:00+05:45,2022-12-02 00:00:00+05:45,Sujal Maharjan,,Leave,2,Friday
8626,2022-12-20,2022-12-20 00:00:00+05:45,2022-12-20 00:00:00+05:45,Sujal Maharjan,,Leave,2,Tuesday
8627,2022-12-13,2022-12-13 00:00:00+05:45,2022-12-13 00:00:00+05:45,Susmita Kunwar,,Leave,5,Tuesday
8628,2022-11-03,2022-11-03 00:00:00+05:45,2022-11-03 00:00:00+05:45,Rayal Khatri,,Leave,3,Thursday
8629,2022-11-11,2022-11-11 00:00:00+05:45,2022-11-11 00:00:00+05:45,Rayal Khatri,,Leave,3,Friday
8630,2022-11-18,2022-11-18 00:00:00+05:45,2022-11-18 00:00:00+05:45,Sumeet Deshar,,Leave,4,Friday
8631,2022-11-27,2022-11-27 00:00:00+05:45,2022-11-27 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Sunday
8634,2022-11-09,2022-11-09 00:00:00+05:45,2022-11-09 00:00:00+05:45,Abhishek Neupane,,Leave,8,Wednesday
8635,2022-11-16,2022-11-16 00:00:00+05:45,2022-11-16 00:00:00+05:45,Abhishek Neupane,,Leave,8,Wednesday
8636,2022-11-10,2022-11-10 00:00:00+05:45,2022-11-10 00:00:00+05:45,Sushil Kafle,,Leave,9,Thursday
8637,2022-11-15,2022-11-15 00:00:00+05:45,2022-11-15 00:00:00+05:45,Sushil Kafle,,Leave,9,Tuesday
8638,2022-11-02,2022-11-02 00:00:00+05:45,2022-11-02 00:00:00+05:45,Sujal Maharjan,,Leave,2,Wednesday
8639,2022-11-08,2022-11-08 00:00:00+05:45,2022-11-08 00:00:00+05:45,Sujal Maharjan,,Leave,2,Tuesday
8640,2022-11-20,2022-11-20 00:00:00+05:45,2022-11-20 00:00:00+05:45,Sujal Maharjan,,Leave,2,Sunday
8641,2022-11-21,2022-11-21 00:00:00+05:45,2022-11-21 00:00:00+05:45,Sujal Maharjan,,Leave,2,Monday
8642,2022-10-28,2022-10-28 00:00:00+05:45,2022-10-28 00:00:00+05:45,Rayal Khatri,,Leave,3,Friday
8643,2022-10-19,2022-10-19 00:00:00+05:45,2022-10-19 00:00:00+05:45,admin daju,,Leave,1,Wednesday
8644,2022-10-27,2022-10-27 00:00:00+05:45,2022-10-27 00:00:00+05:45,admin daju,,Leave,1,Thursday
8645,2022-10-18,2022-10-18 00:00:00+05:45,2022-10-18 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8647,2022-10-07,2022-10-07 00:00:00+05:45,2022-10-07 00:00:00+05:45,Abhishek Neupane,,Leave,8,Friday
8648,2022-10-27,2022-10-27 00:00:00+05:45,2022-10-27 00:00:00+05:45,Abhishek Neupane,,Leave,8,Thursday
8649,2022-10-19,2022-10-19 00:00:00+05:45,2022-10-19 00:00:00+05:45,Sujal Maharjan,,Leave,2,Wednesday
8650,2022-10-27,2022-10-27 00:00:00+05:45,2022-10-27 00:00:00+05:45,Sujal Maharjan,,Leave,2,Thursday
8651,2022-09-07,2022-09-07 00:00:00+05:45,2022-09-07 00:00:00+05:45,admin daju,,Leave,1,Wednesday
8652,2022-09-13,2022-09-13 00:00:00+05:45,2022-09-13 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8653,2022-09-18,2022-09-18 00:00:00+05:45,2022-09-18 00:00:00+05:45,Sumeet Deshar,,Leave,4,Sunday
8654,2022-09-20,2022-09-20 00:00:00+05:45,2022-09-20 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8655,2022-09-30,2022-09-30 00:00:00+05:45,2022-09-30 00:00:00+05:45,Sumeet Deshar,,Leave,4,Friday
8656,2022-09-05,2022-09-05 00:00:00+05:45,2022-09-05 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8657,2022-09-09,2022-09-09 00:00:00+05:45,2022-09-09 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Friday
8658,2022-09-20,2022-09-20 00:00:00+05:45,2022-09-20 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8662,2022-09-11,2022-09-11 00:00:00+05:45,2022-09-11 00:00:00+05:45,Abhishek Neupane,,Leave,8,Sunday
8663,2022-09-16,2022-09-16 00:00:00+05:45,2022-09-16 00:00:00+05:45,Abhishek Neupane,,Leave,8,Friday
8664,2022-09-29,2022-09-29 00:00:00+05:45,2022-09-29 00:00:00+05:45,Abhishek Neupane,,Leave,8,Thursday
8665,2022-09-02,2022-09-02 00:00:00+05:45,2022-09-02 00:00:00+05:45,Sushil Kafle,,Leave,9,Friday
8666,2022-09-05,2022-09-05 00:00:00+05:45,2022-09-05 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8667,2022-09-18,2022-09-18 00:00:00+05:45,2022-09-18 00:00:00+05:45,Sushil Kafle,,Leave,9,Sunday
8668,2022-09-19,2022-09-19 00:00:00+05:45,2022-09-19 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8669,2022-09-06,2022-09-06 00:00:00+05:45,2022-09-06 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8670,2022-09-16,2022-09-16 00:00:00+05:45,2022-09-16 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Friday
8671,2022-09-30,2022-09-30 00:00:00+05:45,2022-09-30 00:00:00+05:45,Susmita Kunwar,,Leave,5,Friday
8672,2022-08-24,2022-08-24 00:00:00+05:45,2022-08-24 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8673,2022-08-30,2022-08-30 00:00:00+05:45,2022-08-30 00:00:00+05:45,Rayal Khatri,,Leave,3,Tuesday
8674,2022-08-25,2022-08-25 00:00:00+05:45,2022-08-25 00:00:00+05:45,admin daju,,Leave,1,Thursday
8675,2022-08-04,2022-08-04 00:00:00+05:45,2022-08-04 00:00:00+05:45,Sumeet Deshar,,Leave,4,Thursday
8676,2022-08-15,2022-08-15 00:00:00+05:45,2022-08-15 00:00:00+05:45,Sumeet Deshar,,Leave,4,Monday
8677,2022-08-16,2022-08-16 00:00:00+05:45,2022-08-16 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8678,2022-08-21,2022-08-21 00:00:00+05:45,2022-08-21 00:00:00+05:45,Sumeet Deshar,,Leave,4,Sunday
8679,2022-08-05,2022-08-05 00:00:00+05:45,2022-08-05 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Friday
8680,2022-08-17,2022-08-17 00:00:00+05:45,2022-08-17 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Wednesday
8681,2022-08-22,2022-08-22 00:00:00+05:45,2022-08-22 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8683,2022-08-02,2022-08-02 00:00:00+05:45,2022-08-02 00:00:00+05:45,Sushil Kafle,,Leave,9,Tuesday
8684,2022-08-21,2022-08-21 00:00:00+05:45,2022-08-21 00:00:00+05:45,Sushil Kafle,,Leave,9,Sunday
8685,2022-08-23,2022-08-23 00:00:00+05:45,2022-08-23 00:00:00+05:45,Sushil Kafle,,Leave,9,Tuesday
8686,2022-08-24,2022-08-24 00:00:00+05:45,2022-08-24 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Wednesday
8687,2022-08-25,2022-08-25 00:00:00+05:45,2022-08-25 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Thursday
8688,2022-08-15,2022-08-15 00:00:00+05:45,2022-08-15 00:00:00+05:45,Sujal Maharjan,,Leave,2,Monday
8689,2022-08-17,2022-08-17 00:00:00+05:45,2022-08-17 00:00:00+05:45,Susmita Kunwar,,Leave,5,Wednesday
8690,2022-07-19,2022-07-19 00:00:00+05:45,2022-07-19 00:00:00+05:45,Rayal Khatri,,Leave,3,Tuesday
8691,2022-07-25,2022-07-25 00:00:00+05:45,2022-07-25 00:00:00+05:45,Rayal Khatri,,Leave,3,Monday
8692,2022-07-17,2022-07-17 00:00:00+05:45,2022-07-17 00:00:00+05:45,admin daju,,Leave,1,Sunday
8693,2022-07-17,2022-07-17 00:00:00+05:45,2022-07-17 00:00:00+05:45,Sumeet Deshar,,Leave,4,Sunday
8694,2022-07-26,2022-07-26 00:00:00+05:45,2022-07-26 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8695,2022-07-04,2022-07-04 00:00:00+05:45,2022-07-04 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8698,2022-07-11,2022-07-11 00:00:00+05:45,2022-07-11 00:00:00+05:45,Abhishek Neupane,,Leave,8,Monday
8699,2022-07-27,2022-07-27 00:00:00+05:45,2022-07-27 00:00:00+05:45,Abhishek Neupane,,Leave,8,Wednesday
8700,2022-07-04,2022-07-04 00:00:00+05:45,2022-07-04 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8701,2022-07-18,2022-07-18 00:00:00+05:45,2022-07-18 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8702,2022-07-25,2022-07-25 00:00:00+05:45,2022-07-25 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8703,2022-07-31,2022-07-31 00:00:00+05:45,2022-07-31 00:00:00+05:45,Sushil Kafle,,Leave,9,Sunday
8704,2022-07-05,2022-07-05 00:00:00+05:45,2022-07-05 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8705,2022-07-06,2022-07-06 00:00:00+05:45,2022-07-06 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Wednesday
8706,2022-07-07,2022-07-07 00:00:00+05:45,2022-07-07 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Thursday
8707,2022-07-21,2022-07-21 00:00:00+05:45,2022-07-21 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Thursday
8708,2022-07-13,2022-07-13 00:00:00+05:45,2022-07-13 00:00:00+05:45,Sujal Maharjan,,Leave,2,Wednesday
8709,2022-07-18,2022-07-18 00:00:00+05:45,2022-07-18 00:00:00+05:45,Sujal Maharjan,,Leave,2,Monday
8710,2022-07-04,2022-07-04 00:00:00+05:45,2022-07-04 00:00:00+05:45,Susmita Kunwar,,Leave,5,Monday
8711,2022-07-05,2022-07-05 00:00:00+05:45,2022-07-05 00:00:00+05:45,Susmita Kunwar,,Leave,5,Tuesday
8712,2022-07-14,2022-07-14 00:00:00+05:45,2022-07-14 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8713,2022-06-12,2022-06-12 00:00:00+05:45,2022-06-12 00:00:00+05:45,Rayal Khatri,,Leave,3,Sunday
8714,2022-06-14,2022-06-14 00:00:00+05:45,2022-06-14 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8715,2022-06-19,2022-06-19 00:00:00+05:45,2022-06-19 00:00:00+05:45,Sumeet Deshar,,Leave,4,Sunday
8716,2022-06-08,2022-06-08 00:00:00+05:45,2022-06-08 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Wednesday
8720,2022-06-20,2022-06-20 00:00:00+05:45,2022-06-20 00:00:00+05:45,Abhishek Neupane,,Leave,8,Monday
8721,2022-06-14,2022-06-14 00:00:00+05:45,2022-06-14 00:00:00+05:45,Sushil Kafle,,Leave,9,Tuesday
8722,2022-06-23,2022-06-23 00:00:00+05:45,2022-06-23 00:00:00+05:45,Sushil Kafle,,Leave,9,Thursday
8723,2022-06-27,2022-06-27 00:00:00+05:45,2022-06-27 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8724,2022-06-30,2022-06-30 00:00:00+05:45,2022-06-30 00:00:00+05:45,Sushil Kafle,,Leave,9,Thursday
8725,2022-06-01,2022-06-01 00:00:00+05:45,2022-06-01 00:00:00+05:45,Sujal Maharjan,,Leave,2,Wednesday
8726,2022-06-07,2022-06-07 00:00:00+05:45,2022-06-07 00:00:00+05:45,Sujal Maharjan,,Leave,2,Tuesday
8727,2022-06-17,2022-06-17 00:00:00+05:45,2022-06-17 00:00:00+05:45,Sujal Maharjan,,Leave,2,Friday
8728,2022-06-12,2022-06-12 00:00:00+05:45,2022-06-12 00:00:00+05:45,Susmita Kunwar,,Leave,5,Sunday
8729,2022-05-04,2022-05-04 00:00:00+05:45,2022-05-04 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8730,2022-05-08,2022-05-08 00:00:00+05:45,2022-05-08 00:00:00+05:45,Rayal Khatri,,Leave,3,Sunday
8731,2022-05-13,2022-05-13 00:00:00+05:45,2022-05-13 00:00:00+05:45,Rayal Khatri,,Leave,3,Friday
8732,2022-05-10,2022-05-10 00:00:00+05:45,2022-05-10 00:00:00+05:45,admin daju,,Leave,1,Tuesday
8733,2022-05-18,2022-05-18 00:00:00+05:45,2022-05-18 00:00:00+05:45,admin daju,,Leave,1,Wednesday
8734,2022-05-19,2022-05-19 00:00:00+05:45,2022-05-19 00:00:00+05:45,admin daju,,Leave,1,Thursday
8735,2022-05-04,2022-05-04 00:00:00+05:45,2022-05-04 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Wednesday
8736,2022-05-06,2022-05-06 00:00:00+05:45,2022-05-06 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Friday
8737,2022-05-17,2022-05-17 00:00:00+05:45,2022-05-17 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8741,2022-05-08,2022-05-08 00:00:00+05:45,2022-05-08 00:00:00+05:45,Sushil Kafle,,Leave,9,Sunday
8742,2022-05-16,2022-05-16 00:00:00+05:45,2022-05-16 00:00:00+05:45,Sushil Kafle,,Leave,9,Monday
8743,2022-05-31,2022-05-31 00:00:00+05:45,2022-05-31 00:00:00+05:45,Sushil Kafle,,Leave,9,Tuesday
8744,2022-05-24,2022-05-24 00:00:00+05:45,2022-05-24 00:00:00+05:45,Sujal Maharjan,,Leave,2,Tuesday
8745,2022-05-05,2022-05-05 00:00:00+05:45,2022-05-05 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8746,2022-05-26,2022-05-26 00:00:00+05:45,2022-05-26 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8747,2022-04-07,2022-04-07 00:00:00+05:45,2022-04-07 00:00:00+05:45,admin daju,,Leave,1,Thursday
8748,2022-04-11,2022-04-11 00:00:00+05:45,2022-04-11 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8749,2022-04-27,2022-04-27 00:00:00+05:45,2022-04-27 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Wednesday
8751,2022-04-08,2022-04-08 00:00:00+05:45,2022-04-08 00:00:00+05:45,Abhishek Neupane,,Leave,8,Friday
8752,2022-04-15,2022-04-15 00:00:00+05:45,2022-04-15 00:00:00+05:45,Abhishek Neupane,,Leave,8,Friday
8753,2022-04-19,2022-04-19 00:00:00+05:45,2022-04-19 00:00:00+05:45,Abhishek Neupane,,Leave,8,Tuesday
8754,2022-04-01,2022-04-01 00:00:00+05:45,2022-04-01 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Friday
8755,2022-04-06,2022-04-06 00:00:00+05:45,2022-04-06 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Wednesday
8756,2022-04-24,2022-04-24 00:00:00+05:45,2022-04-24 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Sunday
8757,2022-04-25,2022-04-25 00:00:00+05:45,2022-04-25 00:00:00+05:45,Sujal Maharjan,,Leave,2,Monday
8758,2022-04-01,2022-04-01 00:00:00+05:45,2022-04-01 00:00:00+05:45,Susmita Kunwar,,Leave,5,Friday
8759,2022-04-14,2022-04-14 00:00:00+05:45,2022-04-14 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8760,2022-04-18,2022-04-18 00:00:00+05:45,2022-04-18 00:00:00+05:45,Susmita Kunwar,,Leave,5,Monday
8761,2022-03-02,2022-03-02 00:00:00+05:45,2022-03-02 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8762,2022-03-07,2022-03-07 00:00:00+05:45,2022-03-07 00:00:00+05:45,Rayal Khatri,,Leave,3,Monday
8763,2022-03-23,2022-03-23 00:00:00+05:45,2022-03-23 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8764,2022-03-03,2022-03-03 00:00:00+05:45,2022-03-03 00:00:00+05:45,Sumeet Deshar,,Leave,4,Thursday
8765,2022-03-01,2022-03-01 00:00:00+05:45,2022-03-01 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8766,2022-03-03,2022-03-03 00:00:00+05:45,2022-03-03 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Thursday
8767,2022-03-20,2022-03-20 00:00:00+05:45,2022-03-20 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Sunday
8769,2022-03-06,2022-03-06 00:00:00+05:45,2022-03-06 00:00:00+05:45,Sushil Kafle,,Leave,9,Sunday
8770,2022-03-15,2022-03-15 00:00:00+05:45,2022-03-15 00:00:00+05:45,Sushil Kafle,,Leave,9,Tuesday
8771,2022-03-18,2022-03-18 00:00:00+05:45,2022-03-18 00:00:00+05:45,Sushil Kafle,,Leave,9,Friday
8772,2022-03-22,2022-03-22 00:00:00+05:45,2022-03-22 00:00:00+05:45,Sujal Maharjan,,Leave,2,Tuesday
8773,2022-03-04,2022-03-04 00:00:00+05:45,2022-03-04 00:00:00+05:45,Susmita Kunwar,,Leave,5,Friday
8774,2022-03-24,2022-03-24 00:00:00+05:45,2022-03-24 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8775,2022-02-04,2022-02-04 00:00:00+05:45,2022-02-04 00:00:00+05:45,Rayal Khatri,,Leave,3,Friday
8776,2022-02-14,2022-02-14 00:00:00+05:45,2022-02-14 00:00:00+05:45,admin daju,,Leave,1,Monday
8777,2022-02-10,2022-02-10 00:00:00+05:45,2022-02-10 00:00:00+05:45,Sumeet Deshar,,Leave,4,Thursday
8778,2022-02-13,2022-02-13 00:00:00+05:45,2022-02-13 00:00:00+05:45,Sumeet Deshar,,Leave,4,Sunday
8779,2022-02-15,2022-02-15 00:00:00+05:45,2022-02-15 00:00:00+05:45,Sumeet Deshar,,Leave,4,Tuesday
8780,2022-02-20,2022-02-20 00:00:00+05:45,2022-02-20 00:00:00+05:45,Sumeet Deshar,,Leave,4,Sunday
8781,2022-02-21,2022-02-21 00:00:00+05:45,2022-02-21 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8782,2022-02-24,2022-02-24 00:00:00+05:45,2022-02-24 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Thursday
8787,2022-02-21,2022-02-21 00:00:00+05:45,2022-02-21 00:00:00+05:45,Abhishek Neupane,,Leave,8,Monday
8788,2022-02-01,2022-02-01 00:00:00+05:45,2022-02-01 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8789,2022-02-13,2022-02-13 00:00:00+05:45,2022-02-13 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Sunday
8790,2022-02-15,2022-02-15 00:00:00+05:45,2022-02-15 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Tuesday
8791,2022-02-03,2022-02-03 00:00:00+05:45,2022-02-03 00:00:00+05:45,Sujal Maharjan,,Leave,2,Thursday
8792,2022-02-16,2022-02-16 00:00:00+05:45,2022-02-16 00:00:00+05:45,Sujal Maharjan,,Leave,2,Wednesday
8793,2022-02-14,2022-02-14 00:00:00+05:45,2022-02-14 00:00:00+05:45,Susmita Kunwar,,Leave,5,Monday
8794,2022-01-05,2022-01-05 00:00:00+05:45,2022-01-05 00:00:00+05:45,Rayal Khatri,,Leave,3,Wednesday
8795,2022-01-06,2022-01-06 00:00:00+05:45,2022-01-06 00:00:00+05:45,Rayal Khatri,,Leave,3,Thursday
8796,2022-01-10,2022-01-10 00:00:00+05:45,2022-01-10 00:00:00+05:45,admin daju,,Leave,1,Monday
8797,2022-01-05,2022-01-05 00:00:00+05:45,2022-01-05 00:00:00+05:45,Sumeet Deshar,,Leave,4,Wednesday
8798,2022-01-24,2022-01-24 00:00:00+05:45,2022-01-24 00:00:00+05:45,Sumeet Deshar,,Leave,4,Monday
8799,2022-01-27,2022-01-27 00:00:00+05:45,2022-01-27 00:00:00+05:45,Sumeet Deshar,,Leave,4,Thursday
8800,2022-01-02,2022-01-02 00:00:00+05:45,2022-01-02 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Sunday
8801,2022-01-04,2022-01-04 00:00:00+05:45,2022-01-04 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Tuesday
8802,2022-01-24,2022-01-24 00:00:00+05:45,2022-01-24 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Monday
8803,2022-01-26,2022-01-26 00:00:00+05:45,2022-01-26 00:00:00+05:45,Sanjish Maharjan,,Leave,6,Wednesday
8804,2022-01-02,2022-01-02 00:00:00+05:45,2022-01-02 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Sunday
8805,2022-01-28,2022-01-28 00:00:00+05:45,2022-01-28 00:00:00+05:45,Naruto Uzumaki,,Leave,10,Friday
8806,2022-01-06,2022-01-06 00:00:00+05:45,2022-01-06 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8807,2022-01-17,2022-01-17 00:00:00+05:45,2022-01-17 00:00:00+05:45,Susmita Kunwar,,Leave,5,Monday
8808,2022-01-20,2022-01-20 00:00:00+05:45,2022-01-20 00:00:00+05:45,Susmita Kunwar,,Leave,5,Thursday
8809,2023-03-01,2023-03-01 10:20:00+05:45,2023-03-01 18:20:00+05:45,Rayal Khatri,8.0,Late,3,Wednesday
8810,2023-03-02,2023-03-02 10:00:00+05:45,2023-03-02 18:05:00+05:45,Rayal Khatri,8.083333333333334,Present,3,Thursday
8811,2023-03-03,2023-03-03 10:20:00+05:45,2023-03-03 18:19:00+05:45,Rayal Khatri,7.983333333333333,Late,3,Friday
8812,2023-03-05,2023-03-05 10:25:00+05:45,2023-03-05 18:26:00+05:45,Rayal Khatri,8.016666666666667,Late,3,Sunday
8813,2023-03-07,2023-03-07 10:14:00+05:45,2023-03-07 18:07:00+05:45,Rayal Khatri,7.883333333333334,Present,3,Tuesday
8814,2023-03-08,2023-03-08 10:10:00+05:45,2023-03-08 18:01:00+05:45,Rayal Khatri,7.85,Present,3,Wednesday
